Year,Position,Team Name,Bed Number,Category,Time (Minutes),Time (Seconds)
2003,1,HARROGATE HARRIERS,None,None,14,2
2003,2,SQUASHED BALLS,None,None,15,11
2003,3,CRAG RATS,None,None,15,47
2003,4,GUARDIAN ALARMS,None,None,15,47
2003,5,NIDD VALLEY RACERS,None,None,15,48
2003,6,SQUASHED HEARTS,None,None,16,18
2003,7,NIPPERS BALD ROOM DANCERS,None,None,16,30
2003,8,ABBSON ATHLETIC,None,None,16,35
2003,9,FOREST SCHOOL FLYERS,None,None,16,35
2003,10,PICCADILLY MEN,None,None,16,47
2003,11,SHAMROCK VET. CLINIC,None,None,16,50
2003,12,LOCK STOCK & SIX FLOATING BARRELS,None,None,16,55
2003,13,DALESIDE BREWERY PUSHERS,None,None,17,33
2003,14,WACKY RACERS,None,None,17,40
2003,15,MARKET MARAUDERS,None,None,17,42
2003,16,RACING PAWS (POSH PAWS),None,None,17,46
2003,17,THE BOX,None,None,17,49
2003,18,HAIR BEAR BUNCH,None,None,17,54
2003,19,DIESELS COOL RUNNINGS,None,None,18,2
2003,20,MOTHER SHIPTON INN,None,None,18,39
2003,21,MOORES FURNITURE GROUP,None,None,18,52
2003,22,HOSPITAL RUNNING CREW,None,None,18,59
2003,23,STAUNCH.COM,None,None,19,7
2003,24,DUKES OF HAZZARD,None,None,19,11
2003,25,THE WELLY WHEELERS,None,None,19,16
2003,26,KRUFC (1),None,None,19,20
2003,27,MISS KELLY'S HEROES,None,None,19,33
2003,28,NIPPERS FIXIN'VIXENS,None,None,19,45
2003,29,MHS CONTRACTORS,None,None,19,49
2003,30,MENWITH HILL RUGGERS,None,None,19,51
2003,31,FUZZY DUCKS,None,None,20,3
2003,32,MACK'S POWER,None,None,20,34
2003,33,YORKSHIRE DALES CARAVAN CLUB,None,None,20,37
2003,34,MEDWAY DRUNKEN SAILORS,None,None,20,39
2003,35,ST MARYS GOLDEN GIRLS,None,None,20,47
2003,36,ASPIN ANGELS,None,None,21,20
2003,37,ASPIN DEVILS,None,None,22,5
2003,38,BAYWATCH BABES,None,None,24,7
2003,39,THE CASTLE CRUISERS,None,None,24,19
2003,40,NIPPERS BAD GIRLS,None,None,25,0
2003,41,SIX PACK AND SOME NUTS,None,None,25,48
2003,42,ST JOHNS YOUTH ONE,None,None,26,28
2003,43,DUKES OF HAZARD LL,None,None,26,58
2003,44,ST JOHNS YOUTH TWO,None,None,27,36
2003,45,KIDS AT HEART,None,None,30,34
2003,46,FARNDALE FILLIES,None,None,30,36
2004,1,HARROGATE HARRIERS,None,None,13,57
2004,2,SQUASHED BALLS,None,None,14,18
2004,3,GUARDIAN ALARMS,None,None,15,44
2004,4,ABBSON STAINLESS,None,None,15,45
2004,5,CELTIC WARRIORS,None,None,16,10
2004,6,LOCK STOCK AND SIX FLOATING BARRELS,None,None,16,13
2004,7,WACKY RACERS,None,None,16,19
2004,8,SQUASHED HEARTS,None,None,16,22
2004,9,SHAMROCK VETS,None,None,16,22
2004,10,THE FELLOWSHIP,None,None,16,23
2004,11,NIDD VALLEY RACERS,None,None,16,30
2004,12,WILLY'S WONKAS,None,None,16,38
2004,13,DALESIDE BREWERY,None,None,16,38
2004,14,THE BOYZ,None,None,16,39
2004,15,BEBRA BEAVERS,None,None,16,54
2004,16,LINK INTERCHANGE,None,None,16,55
2004,17,PICCADILLY MOTORS LTD,None,None,17,0
2004,18,KNARESBOROUGH CHURCHES TOGETHER,None,None,17,12
2004,19,HARROGATE BOXING CLUB,None,None,17,13
2004,20,CHRIS JONES TAE-KWON-DO SCHOOL,None,None,17,16
2004,21,MENWITH HILL RUGGERS,None,None,17,48
2004,22,KRUFC NO.1,None,None,17,53
2004,23,HAIR BEAR BUNCH,None,None,17,54
2004,24,MUCKS SHIFTERS,None,None,18,6
2004,25,YOUNG ONES,None,None,18,15
2004,26,MOORES FURNITURE GROUP,None,None,18,27
2004,27,THE WELLY WHEELERS,None,None,18,32
2004,28,WHITE ROSE CUTTING FORMS,None,None,18,33
2004,29,ST MARYS GOLDEN GIRLS,None,None,18,38
2004,30,THE NERO EXPRESS,None,None,18,45
2004,31,YORKSHIRE DALES CARAVAN CLUB,None,None,18,54
2004,32,NIDD VALLEY LADIES,None,None,19,5
2004,33,MOTHER SHIPTON INN,None,None,19,15
2004,34,THE UGLY DUCKLINGS,None,None,19,24
2004,35,MHS CONTRACTORS,None,None,19,33
2004,36,CANDLELIGHTERS ALLSTARS,None,None,19,51
2004,37,MACKS POWER 11,None,None,20,18
2004,38,BONE SHAKERS,None,None,20,57
2004,39,ASPIN ANGELS,None,None,22,27
2004,40,RAILWAY SLEEPERS,None,None,22,41
2004,41,CASTLE CRUISERS,None,None,22,57
2004,42,THE HART,None,None,23,40
2004,43,THE EUROPCAR EXPRESS,None,None,25,2
2004,44,BETTYS BED-ROCKING BABES,None,None,25,15
2004,45,THE PINK PUMAS,None,None,25,33
2004,46,DALES UNIT DASHERS,None,None,27,6
2004,47,ASPIN DEVILS,None,None,27,36
2004,48,THE LAZYBIRDS,None,None,30,39
2005,1,Harrogate Harriers,None,None,14,5
2005,2,Bebra Powermen,None,None,14,54
2005,3,Nidd Valley Racers,None,None,15,17
2005,4,Guardian Alarms,None,None,15,31
2005,5,Celtic Warriors,None,None,15,36
2005,6,Colors,None,None,15,44
2005,7,Squashed Hearts,None,None,16,7
2005,8,Link Interchange,None,None,16,14
2005,9,Shamrock Vet. Clinic,None,None,16,16
2005,10,Nippers - Boys,None,None,16,42
2005,11,Tax Dodgers,None,None,16,49
2005,12,Piccadilly Men,None,None,17,11
2005,13,Young Life,None,None,17,13
2005,14,Bebra Beavers,None,None,17,16
2005,14,Young Ones,None,None,17,16
2005,15,BEKS Boys,None,None,17,36
2005,16,Daleside Brewery,None,None,17,37
2005,17,Piccadilly Plodders,None,None,18,8
2005,17,The Beefcakes,None,None,18,8
2005,18,Hair Bear Bunch,None,None,18,10
2005,19,Meadowside Malingerers,None,None,18,25
2005,20,SBU Ltd ( male team ),None,None,18,30
2005,21,The Nifty Six,None,None,18,56
2005,22,St Marys Golden Girls,None,None,19,7
2005,23,Ripon Divers,None,None,19,14
2005,24,Welly Wheelers,None,None,19,17
2005,25,The Academy,None,None,19,21
2005,26,Nidd Valley Ladies,None,None,19,28
2005,27,Nippers- Girls,None,None,20,18
2005,27,Piccadilly Ladies,None,None,20,18
2005,28,Aspin Angels,None,None,20,41
2005,29,Rudding Park,None,None,20,48
2005,30,Moores Furniture Group Ltd,None,None,20,50
2005,31,The Stella Tops,None,None,20,56
2005,32,Knaresborough Rugby Club,None,None,21,9
2005,33,Navy at MHS,None,None,21,40
2005,34,Scotton Garage,None,None,21,44
2005,35,Castle Cruisers,None,None,21,54
2005,36,Hewden,None,None,21,58
2005,37,The Doug Haigh Appreciation Society,None,None,22,0
2005,38,Bebra Ladies,None,None,22,26
2005,39,The Hairy Ladies,None,None,23,12
2005,40,Aspin Devils,None,None,23,13
2005,41,SBU ( ladies team ),None,None,23,16
2005,42,Feathered Fancies,None,None,23,42
2005,43,Meadowside Maidens,None,None,24,28
2005,44,Knaresborough Churches Together,None,None,24,57
2005,45,Six Pack with Nuts,None,None,25,17
2005,46,Pink Pumas,None,None,25,18
2005,47,The Travelling Ladies,None,None,25,30
2005,48,Kids at Heart,None,None,25,53
2005,49,Melmerby Youth Club,None,None,26,50
2005,50,Knaresborough Celtic Ladies,None,None,27,33
2005,51,Suck It Up,None,None,32,1
2006,1,Harrogate Harriers,None,None,14,5
2006,2,Nidd Valley Racers,None,None,15,18
2006,3,Young Life,None,None,15,51
2006,4,Shamrock Vet Clinic,None,None,15,53
2006,5,Piccadilly Men,None,None,15,55
2006,6,Guardian Alarms,None,None,16,17
2006,7,Link Running Club,None,None,16,21
2006,8,Squashed Hearts,None,None,16,46
2006,9,Young Ones,None,None,17,1
2006,10,Nippers - Boys,None,None,17,3
2006,11,Purple Circle,None,None,17,41
2006,12,The Beefcakes,None,None,18,2
2006,13,The Academy Group,None,None,18,3
2006,14,Meadowside Milingerers,None,None,18,24
2006,15,Piccadilly Plodders,None,None,18,34
2006,16,Team Gmund,None,None,18,41
2006,17,Bebra Beavers,None,None,18,44
2006,18,Hewden,None,None,18,49
2006,19,Nippers - Girls,None,None,18,56
2006,20,St. Mary's Golden Girls,None,None,18,56
2006,21,Daleside Brewery,None,None,19,10
2006,22,Hair Bear Bunch,None,None,19,23
2006,23,Welly Wheelers,None,None,19,25
2006,24,Leathernecks,None,None,19,47
2006,25,Nidd Valley Ladies,None,None,19,56
2006,26,Piccadilly Fillies,None,None,20,24
2006,27,Scotton Garage,None,None,20,42
2006,28,Spoonful of Sugar,None,None,20,49
2006,29,Northern Boys,None,None,21,12
2006,30,ORB Crew,None,None,21,13
2006,31,Scotton Scorchers,None,None,21,30
2006,32,MHS Contractors,None,None,21,32
2006,33,Navy Menwith,None,None,21,42
2006,34,Jet2 Jesters,None,None,21,46
2006,35,Knaresborough Churches Together,None,None,21,46
2006,36,Dive Bureau,None,None,21,50
2006,37,Aspin Angels,None,None,22,31
2006,38,Aaron's Gals,None,None,23,21
2006,39,Nuns on the Run,None,None,23,28
2006,40,Castle Cruisers,None,None,23,37
2006,41,Trinity Bed Club,None,None,23,52
2006,42,Bernadette's Heroes,None,None,24,58
2006,43,Cancer Research UK,None,None,25,17
2006,44,The Brownie Bunch,None,None,25,39
2006,45,Aspin Devils,None,None,25,45
2006,46,Meadowside Maidens,None,None,27,46
2006,47,The Pink Ladies,None,None,28,28
2006,48,The Monkey Butlers,None,None,32,25
2007,1,Harrogate Harriers,None,None,13,45
2007,2,Guardian Alarms,None,None,15,17
2007,3,Piccadilly Men,None,None,15,18
2007,4,Shamrock Vet Clinic,None,None,15,31
2007,5,The Harrogateers,None,None,15,50
2007,6,Wetherby Runners,None,None,16,1
2007,7,M.C.C.,None,None,16,38
2007,8,Nippers Men - Killer Queens,None,None,16,42
2007,9,Young Life,None,None,16,54
2007,10,Squashed Hearts,None,None,17,6
2007,11,The Academy Group,None,None,17,6
2007,12,The Young Ones,None,None,17,7
2007,13,Knaresborough Rugby Club,None,None,17,16
2007,14,Daleside Brewery,None,None,17,34
2007,15,Lock Stock & 6 Floating Barrels,None,None,17,38
2007,16,Team Gmund,None,None,17,46
2007,17,Scotton Scorchers J F C,None,None,17,48
2007,18,The Dive Bureau,None,None,17,52
2007,19,Knaresborough Celtic Under 15s,None,None,17,52
2007,20,Scotton Garage,None,None,17,54
2007,21,Castle Dentists,None,None,17,57
2007,22,Meadowside Malingerers,None,None,18,26
2007,23,Mel's Marauders,None,None,18,34
2007,24,St Mary's Golden Girls,None,None,18,37
2007,25,Piccadilly Plodders,None,None,18,38
2007,26,Weeton Pirates,None,None,18,43
2007,27,Ripon Runners Girls,None,None,18,51
2007,28,The Beefcakes,None,None,18,55
2007,29,Hewden Hire Centre,None,None,19,4
2007,30,The Orb Crew,None,None,19,9
2007,31,Friedrichroda,None,None,19,12
2007,32,The Welly Wheelers,None,None,19,22
2007,33,Hair Bear Bunch,None,None,19,29
2007,34,Ripley Racers,None,None,19,30
2007,35,JET2 Jesters,None,None,19,34
2007,36,The Northern Boys,None,None,19,35
2007,37,Oatlands Infant School,None,None,19,50
2007,38,Tarzans and Jane,None,None,20,24
2007,39,Piccadilly Fillies,None,None,20,38
2007,40,Shake ‘n’ Bake,None,None,20,44
2007,41,US Navy at Menwith Hill,None,None,21,3
2007,42,Knaresborough Churches Together,None,None,21,13
2007,43,Time Together,None,None,21,30
2007,44,Bed Busters,None,None,21,46
2007,45,Thee Fairytails,None,None,21,56
2007,46,The Bobby Dazzlers,None,None,22,10
2007,47,2nd Knaresborough Rainbows,None,None,22,15
2007,48,Aspin Angels,None,None,22,21
2007,49,The Coma-toes Cuties,None,None,22,30
2007,50,The Nuns on the Run,None,None,22,30
2007,51,United Co-op,None,None,22,56
2007,52,The Dive Bureau Ladies,None,None,23,32
2007,53,Little Saints Strollers,None,None,23,57
2007,54,Askham Bryan Boys,None,None,24,28
2007,55,Melmerby Monsters Youth Club,None,None,25,3
2007,56,SBU Ltd,None,None,25,16
2007,57,Meadowside Maidens,None,None,25,24
2007,58,Nippers Staff,None,None,25,32
2007,59,McQueen’s Cafe,None,None,25,40
2007,60,Aspin Devils,None,None,26,6
2007,61,Killer Rhinos,None,None,26,14
2007,63,Askham Bryan Girls,None,None,None,None
2008,1,Ripon Runners Boys,None,None,14,15
2008,2,Harrogate Harriers,None,None,14,23
2008,3,Guardian Alarms,None,None,15,5
2008,4,Shamrock Vets,None,None,15,14
2008,5,Piccadilly Men,None,None,15,15
2008,6,Planet Steel,None,None,15,28
2008,7,Wetherby Runners,None,None,16,0
2008,8,HPL Flyers,None,None,16,0
2008,9,M.C.C.,None,None,16,13
2008,10,Scotton Garage,None,None,16,23
2008,11,The Young Ones,None,None,16,38
2008,12,Knaresborough Celtic Under 16s,None,None,17,10
2008,13,Harrogate Young Life,None,None,17,20
2008,14,The Dive Bureau,None,None,17,26
2008,15,Bebra Beavers,None,None,17,32
2008,16,Nippers Men,None,None,17,58
2008,17,Cardio Racers,None,None,18,0
2008,18,Weeton Pirates,None,None,18,1
2008,19,Team Gmund,None,None,18,7
2008,20,Argos Emperors,None,None,18,8
2008,21,The Marmoteers,None,None,18,20
2008,22,Oatlands Infant School Ladies,None,None,18,24
2008,23,Ripon Runners Girls,None,None,18,25
2008,24,St Mary's Golden Girls,None,None,18,26
2008,25,Speedy hire,None,None,18,30
2008,26,Oatlands Infant School Mens,None,None,18,43
2008,27,Piccadilly Plodders,None,None,18,49
2008,28,The Welly Wheelers,None,None,18,51
2008,29,Not Simon Wheeler,None,None,18,51
2008,30,Wetherby Runners Ladies,None,None,18,52
2008,31,The Old Geezers,None,None,18,52
2008,32,The Splitty A's,None,None,18,52
2008,33,Gillette Fusion North,None,None,18,54
2008,34,Bobby Dazzlers,None,None,19,8
2008,35,JET2 Jesters,None,None,19,18
2008,36,The Hair Bear Bunch,None,None,19,22
2008,37,Leeds City Council ICT Services,None,None,19,55
2008,38,Gillette Fusion South,None,None,20,16
2008,39,Welly Wheelettes,None,None,20,21
2008,40,Old Friends of Bebra,None,None,20,36
2008,41,2nd Knaresborough Rainbows,None,None,20,39
2008,42,Sharks (Rekiny),None,None,20,43
2008,43,The Cooperative,None,None,20,51
2008,44,Piccadilly Fillies,None,None,21,31
2008,45,Pulse Racers,None,None,21,49
2008,46,Lock Stock & 6 Floating Girls,None,None,22,5
2008,47,Daleside Brewery,None,None,22,9
2008,48,Market Town Taverns,None,None,22,16
2008,49,Meadowside Maidens,None,None,22,51
2008,50,High Speed Bed Caper,None,None,22,52
2008,51,St John's Jewels (Castle Cruisers),None,None,22,56
2008,52,Scotton Scorchers,None,None,23,19
2008,53,Aspin Devils,None,None,23,32
2008,54,Team Red Beer,None,None,23,41
2008,55,Nippers Staff Team,None,None,23,42
2008,56,Nuns on The Run,None,None,23,47
2008,57,Vodka Chasers,None,None,23,47
2008,58,Little Saints Strollers,None,None,24,4
2008,59,St Michaels,None,None,24,30
2008,60,Skylarks,None,None,24,30
2008,61,Churches Together Ladies,None,None,24,46
2008,62,North Eastern Autocare,None,None,25,25
2008,63,Rainbow Frizzels,None,None,25,25
2008,64,Cinnamon Crew,None,None,25,57
2008,65,Your Trump.co.uk,None,None,26,13
2008,66,Starbeck Mission,None,None,28,18
2008,67,Dayner's Dollies,None,None,33,29
2009,1,Harrogate Harriers,None,None,12,59
2009,2,Ripon Runners Boys,None,None,13,18
2009,3,Guardian Alarms,None,None,14,4
2009,4,Planet Steel,None,None,14,8
2009,5,Piccadilly Men,None,None,14,17
2009,6,Harrogate Young Life,None,None,14,48
2009,7,Shamrock Vets,None,None,14,52
2009,8,Nidd Valley Runners,None,None,15,3
2009,9,HPL Flyers,None,None,15,6
2009,10,Harrogate Racers,None,None,15,13
2009,11,The Dive Crew,None,None,15,20
2009,12,The Academy,None,None,15,29
2009,13,The Young Ones,None,None,15,33
2009,14,The Marmoteers,None,None,15,36
2009,15,M.C.C.,None,None,15,40
2009,16,Wetherby Runners AC,None,None,15,45
2009,17,T&G Dream Team,None,None,15,50
2009,18,Meadowside Malingerers,None,None,15,54
2009,19,Bebra Beavers,None,None,15,56
2009,20,Knareborough Celtic Under 17s,None,None,16,2
2009,21,Tockwith Titans,None,None,16,9
2009,22,Lock Stock & Six Floating Barrels,None,None,16,28
2009,23,The Rocket Men,None,None,16,35
2009,24,Scotton Scorchers,None,None,16,50
2009,25,Cardio Racers,None,None,16,50
2009,26,Daleside Brewery,None,None,16,51
2009,27,Gillette Fusion North,None,None,16,58
2009,28,Sharks (Rekiny),None,None,16,58
2009,29,Wilkos Warriors,None,None,17,0
2009,30,Hair Bear Bunch,None,None,17,2
2009,31,Oatlands Infant School Mens,None,None,17,4
2009,32,Bobby Dazzlers,None,None,17,8
2009,33,Stewarts Tartan Army,None,None,17,8
2009,34,Nippers Men,None,None,17,11
2009,35,Ripley Racers,None,None,17,13
2009,36,Team Gmund,None,None,17,20
2009,37,Weeton Pirates,None,None,17,24
2009,38,Nidd Valley Ladies,None,None,17,28
2009,39,The Welly Wheelers,None,None,17,37
2009,40,Piccadilly Plodders,None,None,17,38
2009,41,St Mary's Golden Girls,None,None,17,39
2009,42,St John's Juggernauts,None,None,17,45
2009,43,1st Scriven Scouts,None,None,17,53
2009,44,Ripon Runners Girls,None,None,17,54
2009,45,JET2 Jesters,None,None,18,8
2009,46,Harrogate Audi,None,None,18,29
2009,47,2nd Knaresborough Rainbows,None,None,18,42
2009,48,Broker Network Bounders,None,None,18,52
2009,49,The Younger Ones,None,None,18,57
2009,50,North Eastern Autocare,None,None,19,2
2009,51,Wetherby Runners Ladies AC,None,None,19,7
2009,52,Welly Wheelettes,None,None,19,9
2009,53,Oatlands Infant School Ladies,None,None,19,23
2009,54,The Charvers,None,None,19,47
2009,55,Green-Tech Gladiators,None,None,19,54
2009,56,The Cooperative,None,None,19,57
2009,57,Piccadilly Fillies,None,None,20,8
2009,58,The HACS idents,None,None,20,11
2009,59,St John's Jewels,None,None,20,18
2009,60,Skylarks,None,None,20,24
2009,61,Pulse Racers,None,None,20,30
2009,62,Nidd Valley Girls,None,None,20,31
2009,63,Turners Tearaways,None,None,20,34
2009,64,Gillette Fusion South,None,None,20,41
2009,65,Lido Loonies,None,None,21,17
2009,66,Aspin Angels,None,None,21,19
2009,67,Churches Together Ladies,None,None,21,20
2009,68,St Michaels Hospice,None,None,21,34
2009,69,High Speed Bed Caper,None,None,21,37
2009,70,U.S.Navy,None,None,21,43
2009,71,Nuns on the Run,None,None,21,57
2009,72,Harrogate Young Life Junior,None,None,21,59
2009,73,Scrumi Mummis,None,None,22,8
2009,74,SBU,None,None,22,9
2009,75,Meadowside Maidens,None,None,22,11
2009,76,Aspin Devils,None,None,22,40
2009,77,Nippers Staff,None,None,23,8
2009,78,Foxettes,None,None,23,20
2009,79,Damsels in this dress,None,None,23,35
2009,80,Lexis Midnight Runners,None,None,23,52
2009,81,Rainbow Frizzles,None,None,23,53
2009,82,Ripon Mean Machine,None,None,23,57
2009,83,7 jolly doughnuts,None,None,24,7
2009,84,Team Red Beer,None,None,24,37
2009,85,The Bed Rockers,None,None,26,1
2009,86,Turkish Delights,None,None,27,1
2010,1,Ripon Runners for HPL,None,None,13,56
2010,2,Harrogate Harriers,None,None,14,9
2010,3,Planet Steel,None,None,14,34
2010,4,Guardian Alarms,None,None,15,9
2010,5,Shamrock Vet Clinic,None,None,15,12
2010,6,Harrogate Racers,None,None,15,35
2010,7,Magnificent Seven,None,None,15,44
2010,8,Nidd Valley Men,None,None,15,46
2010,9,Bebra Beavers,None,None,15,48
2010,10,The Lickley Lads,None,None,15,51
2010,11,The Academy Group,None,None,15,55
2010,12,HPL Flyers,None,None,16,8
2010,13,Globe Street Trotters,None,None,16,15
2010,14,Meadowside Malingerers,None,None,16,33
2010,15,G H Brooks,None,None,16,36
2010,16,YourTrump.co.uk,None,None,16,37
2010,17,The Young Ones,None,None,16,38
2010,18,The Rocket Men,None,None,16,46
2010,19,Oatlands Infant School - Mens,None,None,16,46
2010,20,Weeton Pirates,None,None,17,2
2010,21,Scotton Scorchers,None,None,17,5
2010,22,Wetherby Runners,None,None,17,23
2010,23,Bobby Dazzlers,None,None,17,25
2010,24,Knaresborough Rugby Club,None,None,17,27
2010,25,Stewarts Tartan Army,None,None,17,28
2010,26,Daleside Brewery,None,None,17,37
2010,27,The Dive Crew,None,None,17,40
2010,28,Lock Stock & Six Floating Barrels,None,None,17,42
2010,29,Nippers Men Killer Queens,None,None,17,42
2010,30,St John's Juggernaughts,None,None,17,44
2010,31,The Welly Wheelers,None,None,17,47
2010,32,1st Scriven Scouts,None,None,17,50
2010,33,Cardio Racers,None,None,18,2
2010,34,Jet2 Jesters,None,None,18,3
2010,35,Ripon Runners Girls,None,None,18,11
2010,36,"""Go Commando""",None,None,18,18
2010,37,Piccadilly Plodders,None,None,18,27
2010,38,The HACS Trolly Dollies,None,None,18,29
2010,39,Green-Tech Gladiators,None,None,18,51
2010,40,St Mary's Golden Girls,None,None,18,52
2010,41,Hair Bear Bunch,None,None,18,55
2010,42,Piccadilly Men,None,None,19,0
2010,43,2nd Knaresborough Rainbows,None,None,19,3
2010,44,Wetherby Runners Ladies,None,None,19,3
2010,45,Gillette Fusion 2,None,None,19,15
2010,46,The Younger Ones,None,None,19,16
2010,47,Nidd United,None,None,19,27
2010,48,7 Peas In A Pod,None,None,19,28
2010,49,The Cooperative,None,None,19,32
2010,50,Oatlands Infant School Ladies,None,None,19,38
2010,51,Team Gmund,None,None,19,42
2010,52,Wetherby Bulldogs Under 15's,None,None,19,45
2010,53,The Charvers,None,None,19,55
2010,54,Stavely Community Primary School,None,None,19,55
2010,55,Knaresborough Silver Band,None,None,20,7
2010,56,Turner's Tearaways,None,None,20,13
2010,57,Lexy's Midnight Runners,None,None,20,16
2010,58,Churches Together,None,None,20,33
2010,59,Belzona Bed Boys,None,None,20,37
2010,60,Paperworks,None,None,20,39
2010,61,Welly Wheelettes,None,None,20,44
2010,62,St John's Jewels,None,None,20,53
2010,63,Pulse Racers,None,None,21,2
2010,64,Lido Loonies,None,None,21,5
2010,65,Nidd Valley Ladies,None,None,21,8
2010,66,Gillette Fusion 1,None,None,21,14
2010,67,St Michaels Hospice,None,None,21,18
2010,68,How Clean Is Your Bed?,None,None,21,20
2010,69,Harrogate Fire Station,None,None,21,34
2010,70,Young Life Junior,None,None,21,35
2010,71,Aspin Angels,None,None,22,16
2010,72,Tockwith Titans,None,None,22,29
2010,73,Piccadilly Fillies,None,None,22,32
2010,74,Scrummie Mummies,None,None,22,45
2010,75,Go Navy,None,None,23,8
2010,76,Broker Network Bounders,None,None,23,12
2010,77,High Speed Bed Caper,None,None,23,12
2010,78,The IT Crowd,None,None,23,46
2010,79,Henshaw's Ladies,None,None,23,47
2010,80,Meadowside Maidens,None,None,23,54
2010,81,Dolls On The Run,None,None,24,3
2010,82,Thistle Hill Childrens Day Nursery,None,None,24,11
2010,83,Team Red Beer,None,None,24,12
2010,84,Damsels in this dress,None,None,24,24
2010,85,SBU Ltd,None,None,24,30
2010,86,The Lab Rats,None,None,24,41
2010,87,Aspin Devils,None,None,25,15
2010,88,Yorvik Explorer Scouts,None,None,27,31
2010,89,Nuns on the Run,None,None,29,9
2010,90,Gateways Flyers,None,None,30,55
2011,1,Harrogate Harriers,None,None,14,24
2011,2,Ripon Runners for HPL,None,None,14,26
2011,3,Guardian Alarms,None,None,15,19
2011,4,Lickley Lads aka Harrogate Young Life,None,None,15,27
2011,5,G H Brooks,None,None,15,40
2011,6,Nidd Valley Men,None,None,15,42
2011,7,Shamrock Vet Clinic,None,None,15,44
2011,8,Magnificent Seven,None,None,15,49
2011,9,The Welly Wheelers,None,None,15,55
2011,10,HPL Flyers,None,None,15,56
2011,11,Globe Street Trotters,None,None,15,59
2011,12,The Turbo Turtles,None,None,16,1
2011,13,The Dive Crew,None,None,16,17
2011,14,Meadowside Malingerers,None,None,16,40
