Year,Position,Team Name,Bed Number,Category,Time (Minutes),Time (Seconds)
2016,69,Captain Rose & The Legion Of Limbs,70,None,21,57
2016,70,1st Scriven Scouts,59,None,21,57
2016,71,Meadowside Maidens,72,None,21,58
2016,72,Over The Rainbows,86,None,21,58
2016,73,Team Bed Guru,82,None,22,2
2016,74,Rabbit Hill Country Store,2,None,22,16
2016,75,Hiscox,68,None,22,18
2016,76,Aff Birds,64,None,22,20
2016,77,Knaresborough Striders Ladies,52,None,22,24
2016,78,The Goldsborough Girls,73,None,22,31
2016,79,Tomrods Men Of Steel,21,None,22,34
2016,80,Team Sanderson,83,None,22,35
2016,81,Skylarks,61,None,22,39
2016,82,St Michaels Hospice Staff,87,None,22,45
2016,83,So Sozzled Crew,76,None,23,4
2016,84,Bedknobs & Broomsticks,89,None,23,19
2016,85,The Richard Taylor Runners,84,None,23,23
2016,86,Scotton Lingerfield Ladies,90,None,23,38
2016,87,Team Red Beer,88,None,23,39
2016,88,Jigsaw Joinery,40,None,23,53
2016,89,The Deer Hunters,12,None,24,13
2016,90,The Younger Ones! Not!!,79,None,25,5
2017,1,Ripon Runners Men,2,Mf,13,51
2017,2,GH Brooks,3,Mf,14,8
2017,3,Nidd Valley Men's A Team,4,Mf,14,9
2017,4,Knaresborough Striders Men,5,Mf,14,31
2017,5,The Half Moon,11,Mf,15,5
2017,6,Welly Wheelers,10,Mf,15,38
2017,7,Guardian Alarms,6,Mf,15,47
2017,8,Flying Pullman,8,Xf,15,50
2017,9,Nidd Valley Men's B Team,7,Mf,15,54
2017,10,Stephenson's Rockets,12,Mf,16,11
2017,11,St John Fishers,21,Mf,16,11
2017,12,The Deer Hunters,26,Mf,16,26
2017,13,Knaresborough Rugby Club,9,Mf,16,26
2017,14,Parkrunners,27,Xf,16,43
2017,15,Harrogate Rugby Racers,16,JMf,16,47
2017,16,Blue Bullet Flyers,15,Mf,16,48
2017,17,The Hairy Fairies,25,Mf,17,1
2017,18,Mott MacDonald Leeds,24,Mf,17,2
2017,19,Flying Mechanics,13,Mf,17,4
2017,20,Pelsis Flyers,20,Mf,17,11
2017,21,The Rocket Men,37,Mf,17,20
2017,22,Sentinel Sprinters,54,Me,17,26
2017,23,Six Pack,14,Mf,17,28
2017,24,Welly Wheeners,23,Xf,17,30
2017,25,The Plodders,19,Mf,17,34
2017,26,JP's Disciples of Fitness,18,Xf,17,38
2017,27,Ripon Runners Girls,17,Ff,17,48
2017,28,Green-Tech Ltd,28,Mf,17,54
2017,29,Meadowside Malingerers,33,Me,17,56
2017,30,Welly Wheelettes,32,Ff,17,59
2017,31,Procter & Shambles,30,Xf,18,2
2017,32,Taylors of Harrogate,52,Me,18,5
2017,33,Commercial Estates Group,38,Mf,18,19
2017,34,CBRE,34,Me,18,19
2017,35,HACS 1,39,Me,18,30
2017,36,The Dazzling Bobbies,49,Me,18,36
2017,37,Round Table 1: Slim Table,22,Mf,18,39
2017,38,Clarity Clodhoppers,42,Xf,18,59
2017,39,Knaresborough Silver Band,50,Me,19,5
2017,40,Pretty Paws,43,Xe,19,7
2017,41,RAF Menwith Hill,29,Me,19,10
2017,42,St John's Juggernauts,35,Mf,19,19
2017,43,Oatlands Infants Mixed,68,Xf,19,21
2017,44,6th Gear,63,Xe,19,26
2017,45,Aspin Avengers,51,Me,19,37
2017,46,Techbuyer Ltd,85,Mf,20,2
2017,47,Raworths Solicitors,46,Xe,20,2
2017,48,Turners Tearaways,48,Me,20,10
2017,49,Bed Zeppelin,41,Mf,20,10
2017,50,Tewit Youth Band,81,JMe,20,21
2017,51,Ripley Castle,73,Xe,20,40
2017,52,Nidd Valley Ladies Team,44,Ff,20,50
2017,53,Welly Wheelies,65,JXf,21,10
2017,54,St Johns PTA 'B' Team,64,Xe,21,12
2017,55,1st Knaresborough Scouts,82,JXf,21,24
2017,56,Round Table 2: Round(er) Table,36,Me,21,31
2017,57,High Street Heroes,60,Xe,21,31
2017,58,1st Scriven Scouts,83,JXe,21,33
2017,59,Stray Savers,58,Xe,21,37
2017,60,Skylarks,59,Ff,21,38
2017,61,Piccadilly Fillies,61,Ff,21,41
2017,62,CNG,55,Xe,21,42
2017,63,Piston Broke,70,Xe,21,49
2017,64,HACS 2,40,Me,21,55
2017,65,Bedknobs & Broomsticks,78,Me,21,56
2017,66,Knaresborough Striders Ladies,45,Ff,22,6
2017,67,Y-Not Ambulance Boys,47,Me,22,25
2017,68,Scotton Scorchers,57,JFe,22,51
2017,69,King James's Female Junior Team (CNG),87,Jfe,22,55
2017,70,Mums On The Run,69,Fe,23,4
2017,71,Mowbray Magic,71,Xe,23,30
2017,72,Rabbit Hill Country Store,62,Ff,23,34
2017,73,Harrison Spinks,74,Xe,23,44
2017,74,SESKU Little Un,53,Me,24,18
2017,75,Bedraggled,90,Fe,24,31
2017,76,Tomrods Are Go!,80,Fe,24,33
2017,77,The Swiss Rolls,31,Mf,24,35
2017,78,Team Red Beer,77,Xe,24,35
2017,79,Meadowside Maidens,72,Fe,25,9
2017,80,Rainbow Runners,89,Fe,25,29
2017,81,Team Sanderson,76,Xe,25,31
2017,82,Hearing Dogs for Deaf People,86,Fe,25,40
2017,83,Saint Michael's Hospice Staff,84,Fe,25,41
2017,84,Pelsis Rat Racers,67,Xe,25,53
2017,85,Harrogate Theatre,66,Xe,26,47
2017,86,Aspin Park Primary School PTA,88,Fe,27,1
2017,87,Speedy Girlzales,79,Fe,27,4
2017,88,Knaresborough Strollers,75,Xe,27,32
2017,89,NOT RUNNING,1,None,None,None
2017,90,NOT RUNNING,56,None,None,None
2018,1,GH Brooks,2,Mf,13,23
2018,2,Ripon Runners Men,1,Mfc,14,7
2018,3,Knaresborough Striders Men,3,Mfc,14,14
2018,4,The Half Moon,4,Mf,14,52
2018,5,Nidd Valley Men's B Team,8,Mfc,15,5
2018,6,David Lloyd Harrogate,18,Mf,15,17
2018,7,Guardian Alarms,7,Mf,15,28
2018,8,Oatlands Junior School Men,9,Mf,15,32
2018,9,Hymas Blue Bullet Flyers,13,Mfc,15,34
2018,10,Welly Wheelers,5,Mf,15,43
2018,11,Knaresborough Rugby Club,12,Mf,15,54
2018,12,St.John Fisher School,11,Mf,16,1
2018,13,Flying Pullman,6,Xf,16,9
2018,14,Ripon Fire Station,16,MnA,16,17
2018,15,Harrogate Harriers Miserable Old Veterans,33,Mfc,16,20
2018,16,Parkrunners,14,Xf,16,23
2018,17,CNG,36,Mf,16,28
2018,18,The Plodders,22,Mf,16,45
2018,19,Stephenson's Rockets,10,Mf,16,49
2018,20,Ripon Runners Girls,23,Ffc,17,2
2018,21,Mott MacDonald Leeds,15,Mf,17,8
2018,22,Pelsis Flyers,17,Mf,17,18
2018,23,Shipton's Shifters,29,Me,17,18
2018,24,The Rocket Men,19,Mf,17,26
2018,25,Meadowside Malingerers,26,Me,17,26
2018,26,Welly Wheeners,21,Xf,17,38
2018,27,Six Pack,20,Mf,17,41
2018,28,Bed Zeppelin,48,Mf,17,50
2018,29,CrossFit Harrogate,43,Xf,17,53
2018,30,Techbuyer Ltd,46,Mf,17,55
2018,31,Pannal Dental Clinic,34,Mnf,17,58
2018,32,Mancraft,51,Mne,18,1
2018,33,SESKU Little Un,52,Me,18,2
2018,34,Oatlands Infant School Team,44,Xe,18,7
2018,35,Welly Wheelettes,27,Ff,18,9
2018,36,Nidd Valley Ladies Team,56,Ffc,18,13
2018,37,Harrogate Round Table,30,Mf,18,27
2018,38,JP's Mini Disciples,79,Xnjf,18,31
2018,39,AFF,58,Xf,18,33
2018,40,RAF Menwith Hill,40,MA,18,37
2018,41,Tewit Youth Band,55,Mje,18,51
2018,42,Clarity Clodhoppers,39,Xf,18,58
2018,43,Knaresborough Striders Ladies,71,Ffc,19,2
2018,44,HACS 1,37,Me,19,5
2018,45,Aspin Avengers,45,Me,19,5
2018,46,Piston Broke,67,Xe,19,12
2018,47,"Saint John's PTA ""B"" Team",62,Xne,19,14
2018,48,1st Scriven Scouts sponsored by CNG,64,Mjf,19,24
2018,49,Knaresborough Strollers,32,Mf,19,31
2018,50,JP's Disciples of Fitness,24,Mf,19,32
2018,51,1st Knaresborough Scouts,63,Xje,19,33
2018,52,Dads of Goldsborough School,50,Me,19,33
2018,53,Welly Wheelies,59,Xjf,19,33
2018,54,HACS 2,38,Me,19,36
2018,55,Harrison Spinks 1,72,Xf,19,42
2018,56,Piccadilly Players,57,Xf,19,44
2018,57,The Transplants,53,Mne,19,53
2018,58,ifm electronic,54,Mf,19,56
2018,59,HMCA,87,Xne,19,56
2018,60,CEG,31,Mf,19,59
2018,61,The Froebelian Flyers!,60,Mne,20,17
2018,62,Team Sanderson,83,Xe,20,29
2018,63,The Juggernauts,41,Mf,20,30
2018,64,"Saint John's PTA ""A"" Team",61,Xe,20,33
2018,65,Harrison Spinks 2,73,Xf,20,35
2018,66,Turner's Tearaways,47,Mf,20,36
2018,67,Oatlands Junior School Ladies,42,Ff,20,38
2018,68,Taylors of Harrogate,49,Xe,20,52
2018,69,Meadowside Maidens,81,Fe,21,5
2018,70,Skylarks,65,Ff,21,13
2018,71,Scotton Scorchers,74,Fjf,21,13
2018,72,Pelsis Rat Racers,85,Xe,21,14
2018,73,Rungs and Hoses,35,MA,21,16
2018,74,Over The Rainbows,82,Fe,21,25
2018,75,Mums on the Run,76,Fe,21,34
2018,76,Ladies On The Loose,84,Fe,21,42
2018,77,The Y.A.S. Lost Boys,69,MA,21,43
2018,78,Piccadilly Fillies,66,Ff,21,53
2018,79,Ortial Technologies Ltd,89,Xne,22,17
2018,80,Mowbray Magic,77,Xe,22,17
2018,81,Bedknobs & Broomsticks,70,Fe,22,18
2018,82,The JP Project,25,Xf,22,20
2018,83,HOPS - TEAM TOPHAT,90,Xe,22,22
2018,84,The Swiss Rolls,28,Mf,22,22
2018,85,Yorkshire Ambulance Service Charity,68,MA,23,0
2018,86,Straybirds,88,Fe,23,24
2018,87,Nidd Valley Zip 2 Zoomers,78,Fnfc,23,34
2018,88,Scrambled Legs,80,Xe,24,13
2018,89,Knaresborough Silver Band,75,Fe,28,12
2018,90,Harrogate Theatre,86,Me,None,None
2019,1,GH Brooks Men,1,Mf,13,40
2019,2,Knaresborough Striders Men,3,Mfc,14,38
2019,3,Ripon Runners Men,2,Mfc,15,2
2019,4,Nidd Valley Men's A,4,Mfc,15,9
2019,5,Guardian Alarms,8,Mf,15,50
2019,6,Flying Pullman,11,Xf,15,50
2019,7,The Half Moon,5,Mf,15,50
2019,8,David Lloyd Harrogate,7,Mf,16,0
2019,9,GH Brooks Pannal Mashups,66,Xf,16,3
2019,10,Oatlands Junior School - Men,9,Mf,16,12
2019,11,CNG1,16,Mf,16,20
2019,12,Nidd Valley Men's B,6,Mfc,16,28
2019,13,Blue Bullet Flyers,14,Xfc,16,43
2019,14,Parkrunners Mixed,15,Xf,16,49
2019,15,Knaresborough Rugby Club,10,Mf,16,49
2019,16,Welly Wheelers,55,Mf,16,56
2019,17,King James School,28,Mf,17,1
2019,18,The Plodders,17,Mf,17,21
2019,19,Scotton Scorchers JFC,26,Mf,17,23
2019,20,Harrogate Harriers Counting Sheep,13,Mfc,17,31
2019,21,Pannal Dental Clinic,24,Mf,17,42
2019,22,Ripon Fire Station,12,MA,17,58
2019,23,Six Pack,22,Mf,18,9
2019,24,HACS1,47,Me,18,13
2019,25,Forest School,60,Mne,18,16
2019,26,Welly Wheeners,45,Xf,18,27
2019,27,Stockeld Stags,46,Me,18,34
2019,28,Stray Blokes,59,Me,18,38
2019,29,Ripon Runners Girls,19,Ffc,18,45
2019,30,Meadowside Malingerers,21,Me,18,45
2019,31,Oatlands Infant School,25,Mf,18,47
2019,32,JPz Mini Disciples of Fitness,34,Mjf,18,58
2019,33,Stephenson's Rockets,18,Mf,19,14
2019,34,Ripon Runners Renegades,31,Xfc,19,16
2019,35,The Rocket Men,20,Me,19,25
2019,36,Techbuyer,23,Mf,19,29
2019,37,RAF Menwith Hill,37,MA,19,39
2019,38,The Juggernauts,41,Mf,19,42
2019,39,Welly Wheelettes,32,Ff,20,4
2019,40,Aspin Avengers,44,Me,20,15
2019,41,Belzona A,27,Mf,20,37
2019,42,AFF,35,Xf,21,3
2019,43,Ripley Castle Stormers,29,Mf,21,4
2019,44,6th Gear,40,Xf,21,5
2019,45,CEG,58,Me,21,9
2019,46,Piccadilly Players,56,Xe,21,11
2019,47,Harrogate Round Table,33,Me,21,18
2019,48,Nidd Valley Mixed B,30,Xnfc,21,24
2019,49,Knaresborough Striders Ladies,43,Ffc,21,27
2019,50,Team Nonno,64,Me,21,34
2019,51,Turner's Tearaways,42,Mf,21,55
2019,52,Tewit Youth Band,38,Mje,22,3
2019,53,Knaresborough Strollers,53,Mf,22,7
2019,54,The Transplants,57,Me,22,15
2019,55,Welly Wheelies,54,Xjf,22,16
2019,56,1st Scriven Scouts,52,Mjf,22,21
2019,57,Raworths Solicitors,51,Me,22,29
2019,58,Aspin Park Academy PTA Team B,73,Mne,22,52
2019,59,Yorkshire Cancer Centre Runners,68,Xf,22,59
2019,60,Park Street Pacers,67,XA,23,29
2019,61,Saint John's PTA A Team,49,Xe,23,32
2019,62,Redcentric,62,Mne,23,50
2019,63,Fountains Abbey and Brimham Rocks,82,Xne,24,10
2019,64,Parkrunners Girls,36,Fnf,24,13
2019,65,Between A Walk And A Hard Pace,61,Mne,24,18
2019,66,Belzona B,65,Xf,24,28
2019,67,Taylors of Harrogate,69,Xe,24,32
2019,68,Saint John's PTA B Team,50,Xe,24,47
2019,69,Knaresborough Air Cadets,90,Xne,25,4
2019,70,Meadowside Maidens,70,Fe,25,8
2019,71,Skylarks,71,Ff,25,31
2019,72,Richard Taylor Runners,80,Xe,25,43
2019,73,Harrogate Symphony Orchestra,75,Me,25,51
2019,74,Harrogate International Festivals,79,Xe,26,0
2019,75,Aspin Park Academy PTA Team A,72,Mne,26,13
2019,76,Nidd Valley Ladies,39,Fnfc,26,27
2019,77,Only When I Laugh,76,MA,27,9
2019,78,The Ortial Flyers,77,Me,27,22
2019,79,HACS2,48,Xe,27,58
2019,80,Platinumsprint,86,Fne,28,16
2019,81,Straybirds,87,Fe,28,29
2019,82,Scrambled Legs,88,Xe,28,47
2019,83,Mowbray Magic,78,Xf,28,51
2019,84,Baroque Harrogate & Ripon,74,Me,28,51
2019,85,CNG2,63,Me,29,8
2019,86,God's Own,83,Xne,30,32
2019,87,Innovate Fitness,85,Fne,31,6
2019,88,Signa Technologies,81,Xe,31,13
2019,89,St Michael's Hospice,84,Fne,31,40
2019,90,Knaresborough Silver Band,89,Xe,35,4
2022,1,GH Brooks Men,1,Mf,12,59
2022,2,Ripon Runners Men,3,Mf,13,36
2022,3,Knaresborough Striders Men,2,Mf,13,53
2022,4,Nidd Valley Men's A,4,Mf,14,11
2022,5,Flying Pullman,6,Xf,14,49
2022,6,Welly Wheelers,15,Mf,15,14
2022,7,Early Bird Run Crew Harrogate,10,Mf,15,20
2022,8,The Half Moon,7,Mf,15,33
2022,9,Nidd Valley Junior Runners,16,Mjf,15,37
2022,10,It's a COP-Out,23,Mnf,15,40
2022,11,GH Brooks Mixed,8,Me,15,41
2022,12,Harrogate Tri Club,20,Mf,15,41
2022,13,Techbuyer,35,Mf,16,3
2022,14,Guardian Alarms,5,Mf,16,11
2022,15,Knaresborough Rugby Club,14,Mf,16,26
2022,16,The Forest School,24,Mf,16,39
2022,17,"Harrogate Harriers, Grumpy Old Folk",19,Mf,16,46
2022,18,Welly Wheeners,26,Xf,16,48
2022,19,Parkrunners,12,Xf,16,54
2022,20,St John Fisher’s Catholic High School,55,Me,16,56
2022,21,Knaresborough Striders Mixed,25,Xf,17,9
2022,22,Nidd Valley Men's B,9,Mf,17,26
2022,23,Piccadilly Fillies,83,Fe,17,29
2022,24,Wetherby Runners AC,28,Mnf,17,36
2022,25,Energy Personified,21,Mf,17,39
2022,26,Riverside Runners,17,Mf,17,48
2022,27,The Rocket Men,34,Me,17,49
2022,28,Supplies Web – Business Products and Services,22,Mf,17,50
2022,29,Welly Wheelies,37,Fjf,17,57
2022,30,Ripon Runners Girls,27,Ff,18,3
2022,31,Scotton Scorchers JFC,18,Me,18,8
2022,32,SFC,13,Xf,18,9
2022,33,Blue Bullet Flyers,11,Mf,18,11
2022,34,Nidd Valley Ladies,29,Ff,18,25
2022,35,Oxfam,31,Me,18,37
2022,36,Piccadilly Players,49,Me,18,42
2022,37,Aspin Owlers,66,Xe,19,7
2022,38,Monkton Meanderers,59,Xf,19,8
2022,39,Harrogate Town AFC Community Foundation,51,Xnf,19,9
2022,40,Blind Jack Explorer Scouts,30,Mnf,19,18
2022,41,De Vere Hotels,58,Xe,19,21
2022,42,HACS2,45,Xe,19,24
2022,43,Meadowside Malingerers,32,Me,19,33
2022,44,HACS1,44,Me,19,35
2022,45,Welly Wheelettes,39,Ff,19,39
2022,46,FOKSJ A Team,68,Xe,19,49
2022,47,Knaresborough Silver Band,86,Me,19,49
2022,48,Aspin Avengers,40,Xe,19,56
2022,49,1st Knaresborough Scouts,63,Mje,20,1
2022,50,Raworths,64,Me,20,9
2022,51,Hoyer,56,Me,20,35
2022,52,Harrogate Symphony Orchestra,76,Xe,20,37
2022,53,Juggernauts,53,Xe,20,38
2022,54,1st Scriven Scouts sponsored by AMEY,62,Mje,20,54
2022,55,Knaresborough Revolution,50,Mf,21,1
2022,56,Ortial Technologies,78,Me,21,2
2022,57,Welly Warriors,38,Mf,21,10
2022,58,Badgered Into Running,42,Xf,21,36
2022,59,Dave's Dream Team,73,Xe,21,37
2022,60,Pelsis,46,Xf,21,41
2022,61,Aspin Angels,67,Xe,21,58
2022,62,Rogue Red Kite Runners,80,Fe,22,2
2022,63,Knaresborough Air Cadets,74,Xje,22,12
2022,64,FOKSJ B Team,69,Xe,22,19
2022,65,Scrambled Legs,79,Xe,22,31
2022,66,Harrogate Round Table,52,Me,23,0
2022,67,50 Shades of Green,70,Xe,23,3
2022,68,Turner's Tearaways,54,Me,23,18
2022,69,AFF (Armed Forces Fitness),41,Me,23,33
2022,70,Tewit Youth Band,61,Mje,23,33
2022,71,HGATE Challengers,81,Fe,23,43
2022,72,Fountains Abbey and Brimham Rocks,65,Xe,23,51
2022,73,HENCHshaws,71,Xne,23,51
2022,74,St Michael's Hospice (North Yorkshire Hospice Care),85,Xe,24,7
2022,75,Meadowside Maidens,75,Fe,24,59
2022,76,Make It Wild,84,Xe,25,9
2022,77,RAF Menwith Hill,36,Xe,25,28
2022,78,Kate's Crew,82,Fne,25,34
2022,79,North Yorkshire Horizons,60,Xe,29,5
2023,1,GH Brooks Men,1,Mf,13,5
2023,2,Ripon Runners Men,2,Mf,13,23
2023,3,GH Brooks 2,10,Mf,14,29
2023,4,Early Bird Run Crew Harrogate,7,Mf,15,5
2023,5,The Half Moon,8,Mf,15,17
2023,6,Nidd Valley Men,4,Mf,15,20
2023,7,Nidd Valley Junior Runners,9,Mjf,15,20
2023,8,Welly Wheelers,6,Mf,15,28
2023,9,The Forest School,13,Mf,15,43
2023,10,Riverside Runners,15,Mf,16,18
2023,11,Harrogate Harriers - Grumpy Old Folk,14,Mf,16,31
2023,12,Park Runners,19,Xf,16,56
2023,13,Stockeld Stags,18,Mf,17,13
2023,14,Knaresborough Rugby Club,12,Mf,17,20
2023,15,Welly Wheeners,17,Xf,17,36
2023,16,Guardian Alarms,11,Mf,17,48
2023,17,Consultio / Consultius,21,Mf,17,58
2023,18,St John Fisher's Catholic High School,20,Mf,18,8
2023,19,Blue Bullet Flyers,26,Mf,18,10
2023,20,Nidd Valley Mixed Junior Runners,30,Xjnf,18,18
2023,21,"Run, Forrest, Run!",23,Mnf,18,36
2023,22,Raworth Solicitors,60,Me,18,37
2023,23,Scotton Scorchers,25,Mf,18,38
2023,24,Brimhams Active,16,Mf,18,40
2023,25,Monkton Meanderers,34,Xe,18,50
2023,26,Ripon Runners Ladies,24,Ff,18,50
2023,27,Harrogate Town AFC Community Foundation,35,Xe,18,51
2023,28,Nidd Valley Clownettes,31,Ff,18,57
2023,29,HACS1,39,Me,19,6
2023,30,Piccadilly Players,27,Mf,19,12
2023,31,Knaresborough Striders Ladies,70,Ff,19,16
2023,32,1st Knaresborough Scouts,58,Me,19,28
2023,33,The Wanderers,38,Xe,19,47
2023,34,The Rocket Men,22,Mf,19,48
2023,35,Nidd Valley Show Girls,37,Ff,20,16
2023,36,King James's School (6th Form),65,Mne,20,17
2023,37,Piston Broke,55,Xe,20,25
2023,38,Knaresborough Revolution,69,Mf,20,30
2023,39,Welley Wheelettes,41,Ff,20,31
2023,40,FOKSJ B Team,47,Xe,20,32
2023,41,DMfitness,36,Xe,21,1
2023,42,FOKSJ A Team,46,Xe,21,19
2023,43,Aspin Avengers,54,Xe,21,19
2023,44,Aspin Owls,43,Xe,21,27
2023,45,Piccadilly Plodders,51,Xe,21,33
2023,46,1st Scriven Scouts,68,Xje,21,49
2023,47,Schofield Fitness,33,Me,21,56
2023,48,Knaresborough Silver Band,53,Mje,22,6
2023,49,HACS2,40,Me,22,13
2023,50,KJS Year 10,81,Mjne,22,17
2023,51,Saint Michael's Hospice,93,Xe,22,19
2023,52,HGS Science,52,Xf,22,32
2023,53,Morrisons,86,Xe,22,40
2023,54,Fountains Abbey and Brimham Rocks,83,Xe,22,52
2023,55,Scrambled Legs,74,Me,22,52
2023,56,Henchshaws,84,Xe,22,56
2023,57,Tewit Youth Band,82,Xje,22,59
2023,58,Knaresborough Striders Joggers,91,Xne,23,6
2023,59,Welly Warriors,42,Mf,23,9
2023,60,Harrogate Roundtable,75,Me,23,12
2023,61,Harrogate Symphony Orchestra,66,Xe,23,12
2023,62,Turner's Tearaways,77,Me,23,17
2023,63,Feather Smailes Scales,45,Xnf,23,36
2023,64,Meadowside Maidens,50,Xe,23,52
2023,65,Make It Wild,95,Xe,23,54
2023,66,Knaresborough Air Cadets,73,Xje,24,3
2023,67,"All Saints Primary School, Kirkby Overblow",62,Xne,24,11
2023,68,Aspin Angels,44,Xe,24,13
2023,69,Scared Sheetless,32,Me,24,31
2023,70,Meadowside Malingers,49,Xe,24,37
2023,71,Menwith Hill,72,Xe,24,38
2023,72,Juggernauts,67,Xe,25,16
2023,73,Taylors,87,Xe,25,22
2023,74,Live For Today,61,Xe,25,36
2023,75,North Yorkshire Horizons,96,Xe,26,2
2023,76,Northern Monk,85,Xe,26,3
2023,77,MOGS,90,Fe,26,5
2023,78,RHS Harlow Carr,88,Xe,26,15
2023,79,Bedder Late Than Never,57,Xe,26,27
2023,80,Switalskis,92,Fne,26,35
2023,81,Ain’t nothing but a work crew,64,Me,26,57
2023,82,HOPS,59,Xe,27,1
2023,83,The Hookstone Chasers,80,Xne,27,3
2023,84,Armed Forces Fitness (AFF),78,Xe,27,4
2023,85,The Lightfoot Light Feet,56,Xe,27,22
2024,1,GH Brooks Men,1,Mf,13,2
2024,2,Knaresborough Striders Men's Team,3,Mfc,13,27
2024,3,Nidd Valley Men's,2,Mfc,13,44
2024,4,Harrogate Harriers Grumpy Old Folk,8,Mfc,15,3
2024,5,The Half Moon Pub,4,Mf,15,15
2024,6,Welly Wheelers,6,Mf,15,50
2024,7,Parkrunners,10,Xf,16,1
2024,8,Riverside Runners,7,Mf,16,2
2024,9,Raworths Solicitors,22,Mf,16,35
2024,10,Harrogate Harriers Harmony Energy Run Harrogate 10k,9,Xfc,16,37
2024,11,Crag Rats,5,Mf,16,38
2024,12,St John Fisher's Catholic High School,18,Mf,16,42
2024,13,Ripon Runners Ladies,28,Ffc,16,48
2024,14,Knaresborough RUFC,13,Mf,16,55
2024,15,Guardian Alarms,14,Mf,16,56
2024,16,Scotton Scorchers,23,Mf,17,1
2024,17,Wetherby Runners,11,Xfc,17,30
2024,18,Knaresborough Striders Ladies,34,Ffc,17,37
2024,19,The Night Caps,19,Mf,17,44
2024,20,Envirovent,30,Mf,17,52
2024,21,Hymas Hobblers (Old Guys!),16,Mfc,17,53
2024,22,Monkton Meanderers,27,Xf,18,1
2024,23,Welly Wheelies,31,Ff,18,6
2024,24,HG Consulting Engineers,46,Mne,18,18
2024,25,Consultio/ Consultius,15,Mf,18,25
2024,26,1st Knaresborough Scouts,35,Mf,18,43
2024,27,DOGS (Dads of Goldsborough School),24,Me,18,54
2024,28,Dazzling Bobbies,21,Xf,18,55
2024,29,The Rocket Men,37,Me,18,55
2024,30,Knaresborough St Johns Parents,51,Xe,19,0
2024,31,Ripon Runners All mixed up,29,Xfc,19,19
2024,32,FBC Harrogate,40,Xe,19,39
2024,33,Welly Wheelettes,43,Ff,19,42
2024,34,Aurora's Army,20,Mf,20,2
2024,35,Nidd Valley Ladies,33,Ffc,20,5
2024,36,The Groaning Grimbald Gazelles,25,Mne,20,15
2024,37,The Mount School,36,Fne,20,18
2024,38,HACS 01,38,Me,20,22
2024,39,Aspin PTA (Parents),53,Xe,20,25
2024,40,Piccadilly Players,41,Me,20,29
2024,41,Menwith Hill,44,Me,20,29
2024,42,Aspin Avengers,48,Xe,20,42
2024,43,Nidd Valley Junior Mixed Team,17,Xjfc,20,49
2024,44,Knaresborough Revolution,42,Me,21,2
2024,45,Saint Michael's Hospice,56,Xe,21,12
2024,46,Birstwith Bashers,66,Xe,21,12
2024,47,Tewit Youth Band,61,Xe,21,29
2024,48,Piccadilly Plodders,49,Xe,22,11
2024,49,EBRC Knaresborough,45,Xec,22,16
2024,50,Fountains Abbey and Brimham Rocks,59,Xe,22,30
2024,51,DMfitness,47,Xe,22,33
2024,52,Knaresborough St Johns Teachers,52,Xe,22,34
2024,53,Harrogate Roundtable,63,Me,23,16
2024,54,Harrogate Symphony Orchestra,64,Xe,23,19
2024,55,Scrambled Legs,60,Me,23,57
2024,56,HACS 02,39,Me,23,57
2024,57,Midlife Crisis,65,Me,24,11
2024,58,Knaresborough Silver Band,55,Xe,24,14
2024,59,"All Saints C of E Primary School, Kirkby Overblow",70,Xe,24,23
2024,60,Meadowside Masters,68,Xe,24,33
2024,61,1st Scriven Scout Group,50,Xje,25,9
2024,62,Knaresborough Air Cadets,67,Xf,25,17
2024,63,Flaxby Flyers,58,Me,25,20
2024,64,Aspin PTA (Staff),54,Xe,25,29
2024,65,North Yorkshire Horizons,74,Xe,25,49
2024,66,The Hatchlings,81,Xe,26,31
2024,67,Welly Warriors,62,Xf,26,51
2024,68,Once more into the fray,75,Me,27,7
2024,69,Switalskis Solicitors,78,Xe,27,13
2024,70,Taylors of Harrogate,72,Xe,27,28
2024,71,GT Flyers,57,Mne,27,43
2024,72,Horsforth St Margaret's Primary School,86,Fne,28,24
2024,73,Nidd Valley Mixed Number 2,32,Xec,28,26
2024,74,MOGS (Mums of Goldsborough School),77,Fe,28,37
2024,75,Armed Forces Fitness,76,Me,28,38
2024,76,Fontus,83,Xe,29,52
2024,77,Manor preschool,82,Xe,29,53
2024,78,Evolve Psychology,90,Fe,30,8
2024,79,Meadowside Mavericks,69,Xe,30,17
2024,80,New Park Pacers,87,Fe,31,8
2024,81,Titanators (Titan Private Wealth Ltd),73,Xne,31,46
2024,82,HOPS,79,Xe,31,58
2024,83,Hard Caw Warriors #1,84,Xne,33,18
2024,84,Twisted Blisters,88,Fe,33,27
2024,85,Where there's a wheel there's a way,89,Fe,34,38
2024,86,Innovate Fitness & Wellbeing,85,Fne,34,51
2024,87,Stray Runners,80,Xe,35,5
2024,88,Henchshaws,26,Xe,36,46
2024,89,Headingley Sports Club,12,Mnf,37,17
2024,90,The Knaresborough Inn,71,Xne,None,None
